Category,Topology,Source Framework,Precision,Inferred With,CPU,GPU,NPU,Last Verified
Image Generation,tiny_sd_vae_encoder,pytorch,FP32,torch.compile,passed,passed,passed,OpenVINO 2025.3
Natural Language Processing,tinybert_6layer_768dim_cola,onnx,FP32,OpenVINO,passed,passed,,OpenVINO 2025.3
Natural Language Processing,tinybert_6layer_768dim_cola,onnx,FP16,OpenVINO,passed,passed,,OpenVINO 2025.3
Natural Language Processing,tinybert_6layer_768dim_cola,onnx,FP16-INT8,OpenVINO,passed,passed,,OpenVINO 2025.3
Large Language Model,tiny-llama-1.1b-chat,pytorch,INT8-CW,OpenVINO,passed,,passed,OpenVINO 2025.3
Large Language Model,tiny-llama-1.1b-chat,pytorch,INT4-MIXED,OpenVINO,passed,,passed,OpenVINO 2025.3
Large Language Model,tiny-llama-1.1b-chat,pytorch,FP16,OpenVINO,passed,,,OpenVINO 2025.3
Image Classification,tinynet_d.in1k,pytorch,FP32,torch.compile,passed,passed,passed,OpenVINO 2025.3
Object Detection,tiramisu-fc-densenet-103,tf2,FP32,OpenVINO,passed,passed,,OpenVINO 2025.3
Object Detection,tiramisu-fc-densenet-103,tf2,FP16,OpenVINO,passed,passed,,OpenVINO 2025.3
Object Detection,tiramisu-fc-densenet-103,tf2,FP16-INT8,OpenVINO,passed,passed,,OpenVINO 2025.3
"Image Processing, Enhancement ",topaz_video_super_resolution,tf,FP32,OpenVINO,passed,passed,passed,OpenVINO 2025.3
"Image Processing, Enhancement ",topaz_video_super_resolution,tf,FP16,OpenVINO,passed,passed,passed,OpenVINO 2025.3
Image Classification,tresnet-m,onnx,FP32,OpenVINO,,,passed,OpenVINO 2025.3
Image Classification,tresnet-m,onnx,FP16,OpenVINO,,,passed,OpenVINO 2025.3
Image Classification,tresnet-m,onnx,FP16-INT8,OpenVINO,,,passed,OpenVINO 2025.3
Large Language Model,trinity-mini,pytorch,INT4-MIXED,OpenVINO,,passed,,OpenVINO 2025.3
Large Language Model,trinity-mini,pytorch,INT8-CW,OpenVINO,,passed,,OpenVINO 2025.3
Image to Text,trocr-base-handwritten,pytorch,intel-optimum default,Optimum Intel,passed,passed,,OpenVINO 2025.3
Text to Speech,tts_angular,pytorch,FP32,torch.compile,passed,passed,passed,OpenVINO 2025.3
Image Classification,tv_densenet121,pytorch,FP32,torch.compile,passed,passed,passed,OpenVINO 2025.3
Image Classification,tv_resnet50,pytorch,FP32,torch.compile,passed,passed,passed,OpenVINO 2025.3
Image Classification,twins_pcpvt_base,pytorch,FP32,torch.compile,passed,passed,passed,OpenVINO 2025.3
Image Classification,twins_pcpvt_large,pytorch,FP32,torch.compile,passed,passed,passed,OpenVINO 2025.3
Image Classification,twins_pcpvt_small,pytorch,FP32,torch.compile,passed,passed,passed,OpenVINO 2025.3
Image Classification,twins_svt_base,pytorch,FP32,torch.compile,passed,passed,passed,OpenVINO 2025.3
Image Classification,twins_svt_large,pytorch,FP32,torch.compile,passed,passed,passed,OpenVINO 2025.3
Image Classification,twins_svt_small,pytorch,FP32,torch.compile,passed,passed,passed,OpenVINO 2025.3
Natural Language Processing,twitter-roberta-base-sentiment-latest,pytorch,intel-optimum default,Optimum Intel,passed,passed,,OpenVINO 2025.3
Object Detection,ultra-lightweight-face-detection-rfb-320,onnx,FP32,OpenVINO,passed,passed,,OpenVINO 2025.3
Object Detection,ultra-lightweight-face-detection-rfb-320,onnx,FP16,OpenVINO,passed,passed,passed,OpenVINO 2025.3
Object Detection,ultra-lightweight-face-detection-slim-320,onnx,FP32,OpenVINO,passed,passed,passed,OpenVINO 2025.3
Object Detection,ultra-lightweight-face-detection-slim-320,onnx,FP16,OpenVINO,passed,passed,,OpenVINO 2025.3
Object Detection,ultra-lightweight-face-detection-slim-320,onnx,FP16-INT8,OpenVINO,passed,passed,passed,OpenVINO 2025.3
Semantic Segmentation,unet-2d,onnx,FP32,OpenVINO,passed,passed,passed,OpenVINO 2025.3
Semantic Segmentation,unet-2d,onnx,FP16,OpenVINO,passed,passed,passed,OpenVINO 2025.3
Semantic Segmentation,unet-2d,onnx,FP16-INT8,OpenVINO,passed,passed,passed,OpenVINO 2025.3
Semantic Segmentation,unet3d_mlperf,onnx,FP32,OpenVINO,passed,passed,,OpenVINO 2025.3
Semantic Segmentation,unet3d_mlperf,tf,FP32,OpenVINO,,passed,passed,OpenVINO 2025.3
Semantic Segmentation,unet3d_mlperf,onnx,FP16,OpenVINO,passed,passed,,OpenVINO 2025.3
Semantic Segmentation,unet3d_mlperf,tf,FP16,OpenVINO,,passed,passed,OpenVINO 2025.3
Semantic Segmentation,unet3d_mlperf,onnx,FP16-INT8,OpenVINO,passed,passed,,OpenVINO 2025.3
Semantic Segmentation,unet3d_mlperf,tf,FP16-INT8,OpenVINO,,passed,passed,OpenVINO 2025.3
Semantic Segmentation,unet-camvid-int8-onnx-0001,onnx,FP16-INT8,OpenVINO,passed,passed,passed,OpenVINO 2025.3
Semantic Segmentation,unet-camvid-onnx-0001,onnx,INT8,OpenVINO,passed,passed,passed,OpenVINO 2025.3
Semantic Segmentation,unet-camvid-onnx-0001,onnx,FP16,OpenVINO,passed,passed,passed,OpenVINO 2025.3
Semantic Segmentation,unet-camvid-onnx-0001,onnx,FP32,OpenVINO,passed,passed,passed,OpenVINO 2025.3
Semantic Segmentation,unet-camvid-onnx-0001,onnx,FP16-INT8,OpenVINO,passed,passed,passed,OpenVINO 2025.3
Audio Classification,unispeech-sat-base-plus-sd,pytorch,intel-optimum default,Optimum Intel,passed,passed,,OpenVINO 2025.3
Audio,unispeech-sat-base-sv,pytorch,intel-optimum default,Optimum Intel,passed,passed,,OpenVINO 2025.3
Audio,unispeech-sat-large-sv,pytorch,intel-optimum default,Optimum Intel,passed,passed,,OpenVINO 2025.3
URL Classification,urlnet,tf2,FP32,OpenVINO,passed,passed,passed,OpenVINO 2025.3
URL Classification,urlnet,tf2,FP16,OpenVINO,passed,passed,passed,OpenVINO 2025.3
Image Classification,vehicle-attributes-recognition-barrier-0042,onnx,FP32,OpenVINO,passed,passed,passed,OpenVINO 2025.3
Image Classification,vehicle-attributes-recognition-barrier-0042,onnx,FP16,OpenVINO,passed,passed,passed,OpenVINO 2025.3
Image Classification,vehicle-attributes-recognition-barrier-0042,onnx,FP16-INT8,OpenVINO,passed,passed,passed,OpenVINO 2025.3
Object Detection,vehicle-detection-0200,onnx,FP32,OpenVINO,passed,,passed,OpenVINO 2025.3
Object Detection,vehicle-detection-0200,onnx,FP16,OpenVINO,passed,passed,passed,OpenVINO 2025.3
Object Detection,vehicle-detection-0201,onnx,FP32,OpenVINO,passed,,passed,OpenVINO 2025.3
Object Detection,vehicle-detection-0201,onnx,FP16,OpenVINO,passed,,passed,OpenVINO 2025.3
Object Detection,vehicle-detection-0202,onnx,FP32,OpenVINO,passed,,passed,OpenVINO 2025.3
Object Detection,vehicle-detection-0202,onnx,FP16,OpenVINO,passed,,passed,OpenVINO 2025.3
Image Classification,vehicle-reid-0001,onnx,FP32,OpenVINO,passed,passed,passed,OpenVINO 2025.3
Image Classification,vehicle-reid-0001,onnx,FP16,OpenVINO,passed,passed,passed,OpenVINO 2025.3
Image Classification,vehicle-reid-0001,onnx,FP16-INT8,OpenVINO,passed,passed,passed,OpenVINO 2025.3
Image Classification,versa,tf,FP32,OpenVINO,passed,,,OpenVINO 2025.3
Image Classification,versa,tf,FP16,OpenVINO,passed,passed,,OpenVINO 2025.3
Image Classification,versa,tf,FP16-INT8,OpenVINO,passed,passed,,OpenVINO 2025.3
Object Detection,vfnet-resnet50-fpn-pytorch,onnx,FP32,OpenVINO,,passed,,OpenVINO 2025.3
Object Detection,vfnet-resnet50-fpn-pytorch,onnx,FP16,OpenVINO,,passed,,OpenVINO 2025.3
Object Detection,vfnet-resnet50-fpn-pytorch,onnx,FP16-INT8,OpenVINO,passed,passed,,OpenVINO 2025.3
Image Classification,vgg11,pytorch,FP32,torch.compile,passed,passed,passed,OpenVINO 2025.3
Image Classification,vgg-11-bn,pytorch,FP32,OpenVINO,passed,passed,,OpenVINO 2025.3
Image Classification,vgg-11-bn,pytorch,FP32-INT8,OpenVINO,passed,,passed,OpenVINO 2025.3
Image Classification,vgg13,pytorch,FP32,torch.compile,passed,passed,passed,OpenVINO 2025.3
Image Classification,vgg13_bn,pytorch,FP32,torch.compile,passed,passed,passed,OpenVINO 2025.3
Image Classification,vgg16,pytorch,FP32,OpenVINO,passed,passed,,OpenVINO 2025.3
Image Classification,vgg16,tf,FP32,OpenVINO,passed,passed,,OpenVINO 2025.3
Image Classification,vgg16,tf,FP16,OpenVINO,passed,passed,,OpenVINO 2025.3
Image Classification,vgg16,onnx,FP16-INT8,OpenVINO,,,passed,OpenVINO 2025.3
Image Classification,vgg16,pytorch,FP32,torch.compile,passed,passed,passed,OpenVINO 2025.3
Image Classification,vgg16,onnx,FP16,OpenVINO,passed,passed,,OpenVINO 2025.3
Image Classification,vgg16,onnx,FP32,OpenVINO,passed,passed,,OpenVINO 2025.3
Image Classification,vgg16,pytorch,FP32-INT8,OpenVINO,passed,,passed,OpenVINO 2025.3
Image Classification,vgg16_bn,pytorch,FP32,torch.compile,passed,passed,passed,OpenVINO 2025.3
Image Classification,vgg-16-bn,onnx,FP32,OpenVINO,,,passed,OpenVINO 2025.3
Image Classification,vgg-16-bn,onnx,FP16,OpenVINO,passed,passed,,OpenVINO 2025.3
Image Classification,vgg-16-bn,onnx,FP16-INT8,OpenVINO,passed,passed,,OpenVINO 2025.3
Image Classification,vgg19,onnx,FP32,OpenVINO,,,passed,OpenVINO 2025.3
Image Classification,vgg19,tf,FP32,OpenVINO,passed,passed,,OpenVINO 2025.3
Image Classification,vgg19,onnx,FP16,OpenVINO,,,passed,OpenVINO 2025.3
Image Classification,vgg19,tf,FP16,OpenVINO,passed,passed,,OpenVINO 2025.3
Image Classification,vgg19,pytorch,FP32,torch.compile,passed,passed,passed,OpenVINO 2025.3
Image Classification,vgg19_bn,pytorch,FP32,torch.compile,passed,passed,passed,OpenVINO 2025.3
Speech Recognition,vggvox,tf,FP16,OpenVINO,,,passed,OpenVINO 2025.3
Speech Recognition,vggvox,tf,FP16-INT8,OpenVINO,passed,,,OpenVINO 2025.3
Speech Recognition,vggvox,tf,FP32,OpenVINO,passed,,,OpenVINO 2025.3
Image Classification,visformer_small,pytorch,FP32,torch.compile,passed,passed,passed,OpenVINO 2025.3
Image Classification,vision_maskrcnn,pytorch,FP32,torch.compile,passed,passed,passed,OpenVINO 2025.3
Image Classification,vit_b_16,pytorch,FP32,torch.compile,passed,passed,passed,OpenVINO 2025.3
Image Classification,vit_b_32,pytorch,FP32,torch.compile,passed,passed,passed,OpenVINO 2025.3
Image Classification,vit_base_patch16_224.orig_in21k_ft_in1k,pytorch,FP32,torch.compile,passed,passed,passed,OpenVINO 2025.3
Image Classification,vit_h_14,pytorch,FP32,torch.compile,passed,passed,passed,OpenVINO 2025.3
Image Classification,vit_l_16,pytorch,FP32,torch.compile,passed,passed,passed,OpenVINO 2025.3
Image Classification,vit_l_32,pytorch,FP32,torch.compile,passed,passed,passed,OpenVINO 2025.3
Image Classification,vit-base-16-224,pytorch,FP32,OpenVINO,passed,passed,,OpenVINO 2025.3
Image Classification,vit-base-16-224,onnx,FP16,OpenVINO,passed,,,OpenVINO 2025.3
Image Classification,vit-base-16-224,onnx,FP16-INT8,OpenVINO,passed,,,OpenVINO 2025.3
Image Classification,vit-base-16-224,onnx,FP32,OpenVINO,passed,,,OpenVINO 2025.3
Image Classification,vit-base-16-224,pytorch,FP32-INT8,OpenVINO,passed,,passed,OpenVINO 2025.3
Image Classification,vit-base-patch16-224,pytorch,FP16,OpenVINO,passed,passed,,OpenVINO 2025.3
Image Classification,vit-base-patch16-224,pytorch,FP16-INT8,OpenVINO,passed,passed,passed,OpenVINO 2025.3
Image Classification,vit-base-patch16-224,pytorch,intel-optimum default,Optimum Intel,passed,passed,,OpenVINO 2025.3
Text Detection,vitstr-small-patch16-224,onnx,FP32,OpenVINO,passed,passed,,OpenVINO 2025.3
Text Detection,vitstr-small-patch16-224,onnx,FP16,OpenVINO,passed,passed,,OpenVINO 2025.3
Text Detection,vitstr-small-patch16-224,onnx,FP16-INT8,OpenVINO,passed,passed,,OpenVINO 2025.3
Image Classification,vovnet,pytorch,FP32,torch.compile,passed,passed,,OpenVINO 2025.3
Speech Recognition,wav2vec2-base,onnx,FP32,OpenVINO,passed,,,OpenVINO 2025.3
Speech Recognition,wav2vec2-base,onnx,FP16,OpenVINO,passed,,,OpenVINO 2025.3
Speech Recognition,wav2vec2-base,onnx,FP16-INT8,OpenVINO,passed,,,OpenVINO 2025.3
Audio Classification,wav2vec2-base-superb-sd,pytorch,intel-optimum default,Optimum Intel,passed,passed,,OpenVINO 2025.3
Audio Classification,wav2vec2-base-superb-sid,pytorch,intel-optimum default,Optimum Intel,passed,passed,,OpenVINO 2025.3
Audio,wav2vec2-base-superb-sv,pytorch,intel-optimum default,Optimum Intel,passed,passed,,OpenVINO 2025.3
Text to Speech,wavernn-rnn,onnx,FP32,OpenVINO,passed,passed,,OpenVINO 2025.3
Text to Speech,wavernn-rnn,onnx,FP16,OpenVINO,passed,passed,,OpenVINO 2025.3
Text to Speech,wavernn-rnn,onnx,FP16-INT8,OpenVINO,passed,passed,,OpenVINO 2025.3
Text to Speech,wavernn-upsampler,onnx,FP32,OpenVINO,passed,passed,,OpenVINO 2025.3
Text to Speech,wavernn-upsampler,onnx,FP16,OpenVINO,passed,passed,,OpenVINO 2025.3
Text to Speech,wavernn-upsampler,onnx,FP16-INT8,OpenVINO,passed,passed,,OpenVINO 2025.3
"Image Processing, Enhancement ",wdsr-small-x4,onnx,FP32,OpenVINO,passed,passed,passed,OpenVINO 2025.3
"Image Processing, Enhancement ",wdsr-small-x4,onnx,FP16,OpenVINO,passed,passed,passed,OpenVINO 2025.3
"Image Processing, Enhancement ",wdsr-small-x4,onnx,FP16-INT8,OpenVINO,passed,passed,passed,OpenVINO 2025.3
Image Classification,weld-porosity-detection-0001,onnx,FP32,OpenVINO,passed,passed,passed,OpenVINO 2025.3
Image Classification,weld-porosity-detection-0001,onnx,FP16,OpenVINO,passed,passed,passed,OpenVINO 2025.3
Image Classification,weld-porosity-detection-0001,onnx,FP16-INT8,OpenVINO,passed,passed,passed,OpenVINO 2025.3
Natural Language Processing,whisper_decoder,pytorch,FP32,torch.compile,passed,passed,passed,OpenVINO 2025.3
Natural Language Processing,whisper_encoder,pytorch,FP32,torch.compile,passed,passed,passed,OpenVINO 2025.3
Speech Recognition,whisper-base,pytorch,intel-optimum default,Optimum Intel,passed,passed,,OpenVINO 2025.3
Speech Recognition,whisper-large-v2,pytorch,intel-optimum default,Optimum Intel,passed,passed,,OpenVINO 2025.3
Speech Recognition,whisper-large-v3,pytorch,INT8-CW,OpenVINO,passed,passed,passed,OpenVINO 2025.3
Speech Recognition,whisper-large-v3,pytorch,INT4-MIXED,OpenVINO,passed,passed,passed,OpenVINO 2025.3
Speech Recognition,whisper-large-v3,pytorch,FP16,OpenVINO,passed,passed,,OpenVINO 2025.3
Speech Recognition,whisper-large-v3-genai,pytorch,FP16,OpenVINO,passed,passed,passed,OpenVINO 2025.3
Speech Recognition,whisper-large-v3-genai,pytorch,FP16-INT8,OpenVINO,passed,passed,passed,OpenVINO 2025.3
Speech Recognition,whisper-large-v3-turbo,pytorch,INT8-CW,OpenVINO,passed,passed,passed,OpenVINO 2025.3
Speech Recognition,whisper-large-v3-turbo,pytorch,INT4-MIXED,OpenVINO,passed,passed,passed,OpenVINO 2025.3
Speech Recognition,whisper-large-v3-turbo,pytorch,FP16,OpenVINO,passed,passed,,OpenVINO 2025.3
Speech Recognition,whisper-large-v3-turbo-genai,pytorch,FP16,OpenVINO,passed,passed,passed,OpenVINO 2025.3
Speech Recognition,whisper-large-v3-turbo-genai,pytorch,FP16-INT8,OpenVINO,passed,passed,passed,OpenVINO 2025.3
Speech Recognition,whisper-medium,pytorch,intel-optimum default,Optimum Intel,passed,passed,,OpenVINO 2025.3
Speech Recognition,whisper-small,pytorch,FP16,OpenVINO,passed,passed,,OpenVINO 2025.3
Speech Recognition,whisper-small,pytorch,INT4-MIXED,OpenVINO,passed,passed,passed,OpenVINO 2025.3
Speech Recognition,whisper-small,pytorch,INT8-CW,OpenVINO,passed,passed,passed,OpenVINO 2025.3
Speech Recognition,whisper-small,pytorch,intel-optimum default,Optimum Intel,passed,passed,,OpenVINO 2025.3
Speech Recognition,whisper-small-genai,pytorch,FP16,OpenVINO,passed,passed,passed,OpenVINO 2025.3
Speech Recognition,whisper-small-genai,pytorch,FP16-INT8,OpenVINO,passed,passed,passed,OpenVINO 2025.3
Speech Recognition,whisper-tiny,pytorch,FP16,OpenVINO,passed,,,OpenVINO 2025.3
Speech Recognition,whisper-tiny,pytorch,INT4-MIXED,OpenVINO,passed,,,OpenVINO 2025.3
Speech Recognition,whisper-tiny,pytorch,INT8-CW,OpenVINO,passed,,,OpenVINO 2025.3
Speech Recognition,whisper-tiny-genai,pytorch,FP16,OpenVINO,passed,passed,,OpenVINO 2025.3
Speech Recognition,whisper-tiny-genai,pytorch,FP16-INT8,OpenVINO,passed,passed,,OpenVINO 2025.3
Image Classification,wide_resnet101_2,pytorch,FP32,torch.compile,passed,passed,passed,OpenVINO 2025.3
Image Classification,wide_resnet50_2,pytorch,FP32,torch.compile,passed,passed,passed,OpenVINO 2025.3
Image Classification,wide-resnet-50-v2,onnx,FP32,OpenVINO,passed,passed,passed,OpenVINO 2025.3
Image Classification,wide-resnet-50-v2,onnx,FP16,OpenVINO,passed,passed,passed,OpenVINO 2025.3
Image Classification,wide-resnet-50-v2,onnx,FP16-INT8,OpenVINO,passed,passed,passed,OpenVINO 2025.3
Large Language Model,WizardMath-7B-V1.1,pytorch,INT4,Optimum Intel,passed,passed,,OpenVINO 2025.3
Image Classification,xception,pytorch,FP32,torch.compile,passed,passed,passed,OpenVINO 2025.3
Image Classification,xception65,pytorch,FP32,torch.compile,passed,passed,passed,OpenVINO 2025.3
Image Classification,xcit-nano-12-p16,pytorch,FP32,OpenVINO,passed,passed,,OpenVINO 2025.3
Image Classification,xcit-nano-12-p16,pytorch,FP32-INT8,OpenVINO,passed,,passed,OpenVINO 2025.3
Natural Language Processing,xlm-roberta-base,onnx,FP32,OpenVINO,passed,passed,passed,OpenVINO 2025.3
Natural Language Processing,xlm-roberta-base,onnx,FP16,OpenVINO,passed,passed,passed,OpenVINO 2025.3
Natural Language Processing,xlm-roberta-base,pytorch,FP32,torch.compile,passed,passed,passed,OpenVINO 2025.3
Natural Language Processing,xlm-roberta-base,pytorch,intel-optimum default,Optimum Intel,passed,passed,,OpenVINO 2025.3
Natural Language Processing,xlm-roberta-base-language-detection,pytorch,intel-optimum default,Optimum Intel,passed,passed,,OpenVINO 2025.3
Natural Language Processing,xlm-roberta-base-uncased-conll2003,pytorch,intel-optimum default,Optimum Intel,passed,passed,,OpenVINO 2025.3
Natural Language Processing,xlm-roberta-large,pytorch,intel-optimum default,Optimum Intel,passed,passed,,OpenVINO 2025.3
Natural Language Processing,xlm-roberta-large-en-ru-mnli,pytorch,intel-optimum default,Optimum Intel,passed,passed,,OpenVINO 2025.3
Natural Language Processing,xlm-roberta-large-finetuned-conll03-english,pytorch,intel-optimum default,Optimum Intel,passed,passed,,OpenVINO 2025.3
Natural Language Processing,xlnet,onnx,FP32,OpenVINO,passed,passed,,OpenVINO 2025.3
Natural Language Processing,xlnet,onnx,FP16,OpenVINO,passed,passed,passed,OpenVINO 2025.3
Natural Language Processing,xlnet,onnx,FP16-INT8,OpenVINO,passed,passed,passed,OpenVINO 2025.3
Natural Language Processing,xlnet-base-cased,pytorch,FP32,torch.compile,passed,passed,,OpenVINO 2025.3
Instance Segmentation,yolact-resnet50-fpn-pytorch,onnx,FP32,OpenVINO,passed,passed,passed,OpenVINO 2025.3
Instance Segmentation,yolact-resnet50-fpn-pytorch,onnx,FP16,OpenVINO,passed,passed,passed,OpenVINO 2025.3
Instance Segmentation,yolact-resnet50-fpn-pytorch,onnx,FP16-INT8,OpenVINO,passed,passed,passed,OpenVINO 2025.3
Object Detection,yolo_v3_tiny,tf,FP32,OpenVINO,passed,passed,passed,OpenVINO 2025.3
Object Detection,yolo_v3_tiny,tf,FP16,OpenVINO,passed,passed,passed,OpenVINO 2025.3
Object Detection,yolo_v3_tiny,tf,INT8,OpenVINO,passed,passed,passed,OpenVINO 2025.3
Object Detection,yolo_v3_tiny,onnx,INT8,OpenVINO,passed,passed,passed,OpenVINO 2025.3
Object Detection,yolo_v3_tiny,onnx,FP16,OpenVINO,passed,passed,passed,OpenVINO 2025.3
Object Detection,yolo_v3_tiny,onnx,FP32,OpenVINO,passed,passed,passed,OpenVINO 2025.3
Object Detection,yolo_v4,tf,FP32,OpenVINO,passed,passed,passed,OpenVINO 2025.3
Object Detection,yolo_v4,tf2,FP32,OpenVINO,passed,passed,passed,OpenVINO 2025.3
Object Detection,yolo_v4,tf,FP16,OpenVINO,passed,passed,passed,OpenVINO 2025.3
Object Detection,yolo_v4,tf2,FP16,OpenVINO,passed,passed,passed,OpenVINO 2025.3
Object Detection,yolo_v4,tf,FP16-INT8,OpenVINO,passed,passed,passed,OpenVINO 2025.3
Object Detection,yolo_v4,tf2,FP16-INT8,OpenVINO,passed,passed,passed,OpenVINO 2025.3
Object Detection,yolo_v5l,onnx,FP32,OpenVINO,passed,passed,passed,OpenVINO 2025.3
Object Detection,yolo_v5l,onnx,FP16,OpenVINO,passed,passed,passed,OpenVINO 2025.3
Object Detection,yolo_v5l,onnx,FP16-INT8,OpenVINO,passed,passed,passed,OpenVINO 2025.3
Object Detection,yolo_v5m,onnx,FP32,OpenVINO,passed,passed,passed,OpenVINO 2025.3
Object Detection,yolo_v5m,onnx,FP16,OpenVINO,passed,passed,passed,OpenVINO 2025.3
Object Detection,yolo_v5m,onnx,FP16-INT8,OpenVINO,passed,passed,passed,OpenVINO 2025.3
Object Detection,yolo_v5m6-v6,onnx,FP16,OpenVINO,,,passed,OpenVINO 2025.3
Object Detection,yolo_v5m6-v6,onnx,FP32,OpenVINO,passed,passed,,OpenVINO 2025.3
Object Detection,yolo_v5m-v6,onnx,FP32,OpenVINO,passed,passed,passed,OpenVINO 2025.3
Object Detection,yolo_v5m-v6,onnx,FP16,OpenVINO,passed,passed,passed,OpenVINO 2025.3
Object Detection,yolo_v5m-v6,onnx,FP16-INT8,OpenVINO,passed,passed,passed,OpenVINO 2025.3
Object Detection,yolo_v5s,onnx,FP32,OpenVINO,passed,passed,passed,OpenVINO 2025.3
Object Detection,yolo_v5s,onnx,FP16,OpenVINO,passed,passed,passed,OpenVINO 2025.3
Object Detection,yolo_v5s,onnx,FP16-INT8,OpenVINO,passed,passed,passed,OpenVINO 2025.3
Object Detection,yolo_v5s-v6,onnx,FP32,OpenVINO,passed,passed,passed,OpenVINO 2025.3
Object Detection,yolo_v5s-v6,onnx,FP16,OpenVINO,passed,passed,passed,OpenVINO 2025.3
Object Detection,yolo_v5s-v6,onnx,FP16-INT8,OpenVINO,passed,passed,passed,OpenVINO 2025.3
